Operaciones,Longs,Shorts,Ganadoras,Perdedoras,Saldo Final,Rentabilidad (%),RSI_CORTE,ADX_THRESHOLD,DI_PERCENTILE,DI_WINDOW,TP,SL,Win %,ProfitFactor
21,8,13,11,10,165.76,-17.12,55,20,0.4,150,3,-5,52.38,1.1
21,8,13,11,10,165.76,-17.12,55,20,0.4,100,3,-5,52.38,1.1
21,8,13,11,10,165.76,-17.12,50,20,0.4,100,3,-5,52.38,1.1
21,8,13,11,10,165.76,-17.12,55,20,0.4,50,3,-5,52.38,1.1
21,8,13,11,10,165.76,-17.12,45,20,0.4,100,3,-5,52.38,1.1
21,8,13,11,10,165.76,-17.12,45,20,0.4,50,3,-5,52.38,1.1
21,8,13,11,10,165.76,-17.12,45,20,0.4,150,3,-5,52.38,1.1
21,8,13,11,10,165.76,-17.12,50,20,0.4,150,3,-5,52.38,1.1
21,8,13,11,10,165.76,-17.12,50,20,0.4,50,3,-5,52.38,1.1
14,6,8,7,7,167.76,-16.12,55,18,0.5,100,6,-8,50.0,1.0
14,5,9,7,7,167.76,-16.12,55,18,0.6,50,6,-8,50.0,1.0
12,4,8,6,6,131.75,-34.12,55,18,0.6,50,6,-12,50.0,1.0
12,3,9,6,6,150.77,-24.61,45,18,0.5,50,6,-10,50.0,1.0
14,6,8,7,7,167.76,-16.12,45,18,0.5,100,6,-8,50.0,1.0
14,5,9,7,7,167.76,-16.12,55,18,0.4,50,6,-8,50.0,1.0
14,6,8,7,7,122.9,-38.55,45,18,0.5,100,6,-12,50.0,1.0
14,6,8,7,7,167.76,-16.12,45,18,0.4,150,6,-8,50.0,1.0
14,6,8,7,7,122.9,-38.55,55,18,0.5,150,6,-12,50.0,1.0
8,3,5,4,4,180.89,-9.56,55,22,0.7,50,6,-8,50.0,1.0
14,5,9,7,7,156.99,-21.51,55,18,0.6,100,5,-8,50.0,1.0
14,6,8,7,7,167.76,-16.12,55,18,0.5,150,6,-8,50.0,1.0
8,3,5,4,4,174.16,-12.92,55,22,0.7,50,5,-8,50.0,1.0
12,4,8,6,6,131.75,-34.12,50,18,0.6,50,6,-12,50.0,1.0
12,6,6,6,6,186.03,-6.99,50,20,0.7,150,4,-5,50.0,1.0
14,6,8,7,7,167.76,-16.12,55,18,0.4,100,6,-8,50.0,1.0
14,6,8,7,7,167.76,-16.12,55,18,0.4,150,6,-8,50.0,1.0
14,5,9,7,7,156.99,-21.51,55,18,0.7,50,5,-8,50.0,1.0
14,5,9,7,7,167.76,-16.12,55,18,0.7,50,6,-8,50.0,1.0
12,6,6,6,6,197.02,-1.49,50,20,0.7,150,5,-5,50.0,1.0
14,6,8,7,7,122.9,-38.55,55,18,0.5,100,6,-12,50.0,1.0
14,6,8,7,7,167.76,-16.12,50,18,0.4,100,6,-8,50.0,1.0
14,5,9,7,7,167.76,-16.12,50,18,0.6,50,6,-8,50.0,1.0
12,6,6,6,6,208.55,4.27,45,20,0.6,100,6,-5,50.0,1.0
12,3,9,6,6,131.75,-34.12,45,18,0.5,50,6,-12,50.0,1.0
16,5,11,8,8,151.65,-24.17,45,18,0.4,50,5,-8,50.0,1.0
14,5,9,7,7,167.76,-16.12,50,18,0.7,50,6,-8,50.0,1.0
14,6,8,7,7,167.76,-16.12,50,18,0.5,150,6,-8,50.0,1.0
14,5,9,7,7,156.99,-21.51,45,18,0.6,50,5,-8,50.0,1.0
14,6,8,7,7,122.9,-38.55,50,18,0.5,150,6,-12,50.0,1.0
12,6,6,6,6,186.03,-6.99,45,20,0.7,150,4,-5,50.0,1.0
12,6,6,6,6,197.02,-1.49,45,20,0.7,150,5,-5,50.0,1.0
12,6,6,6,6,208.55,4.27,55,20,0.6,100,6,-5,50.0,1.0
8,3,5,4,4,180.89,-9.56,45,22,0.7,50,6,-8,50.0,1.0
8,3,5,4,4,174.16,-12.92,45,22,0.7,50,5,-8,50.0,1.0
8,3,5,4,4,174.16,-12.92,50,22,0.7,50,5,-8,50.0,1.0
14,7,7,7,7,183.79,-8.1,55,20,0.7,50,4,-5,50.0,1.0
8,3,5,4,4,180.89,-9.56,50,22,0.7,50,6,-8,50.0,1.0
14,5,9,7,7,156.99,-21.51,50,18,0.7,50,5,-8,50.0,1.0
14,5,9,7,7,156.99,-21.51,50,18,0.6,100,5,-8,50.0,1.0
14,5,9,7,7,167.76,-16.12,45,18,0.6,50,6,-8,50.0,1.0
14,5,9,7,7,156.99,-21.51,45,18,0.6,100,5,-8,50.0,1.0
14,5,9,7,7,156.99,-21.51,50,18,0.6,50,5,-8,50.0,1.0
22,8,14,11,11,175.13,-12.44,45,18,0.4,50,4,-5,50.0,1.0
12,4,8,6,6,131.75,-34.12,45,18,0.6,50,6,-12,50.0,1.0
12,6,6,6,6,208.55,4.27,50,20,0.6,100,6,-5,50.0,1.0
12,6,6,6,6,186.03,-6.99,55,20,0.7,150,4,-5,50.0,1.0
14,6,8,7,7,167.76,-16.12,45,18,0.4,100,6,-8,50.0,1.0
14,6,8,7,7,122.9,-38.55,50,18,0.5,100,6,-12,50.0,1.0
14,6,8,7,7,167.76,-16.12,50,18,0.5,100,6,-8,50.0,1.0
14,6,8,7,7,122.9,-38.55,45,18,0.5,150,6,-12,50.0,1.0
16,5,11,8,8,151.65,-24.17,55,18,0.4,50,5,-8,50.0,1.0
14,6,8,7,7,122.9,-38.55,55,18,0.4,150,6,-12,50.0,1.0
14,6,8,7,7,167.76,-16.12,50,18,0.4,150,6,-8,50.0,1.0
22,8,14,11,11,175.13,-12.44,55,18,0.4,50,4,-5,50.0,1.0
14,6,8,7,7,167.76,-16.12,45,18,0.5,150,6,-8,50.0,1.0
14,5,9,7,7,167.76,-16.12,45,18,0.7,50,6,-8,50.0,1.0
14,5,9,7,7,167.76,-16.12,50,18,0.4,50,6,-8,50.0,1.0
12,3,9,6,6,150.77,-24.61,50,18,0.5,50,6,-10,50.0,1.0
14,5,9,7,7,156.99,-21.51,45,18,0.7,50,5,-8,50.0,1.0
14,5,9,7,7,167.76,-16.12,45,18,0.4,50,6,-8,50.0,1.0
16,5,11,8,8,151.65,-24.17,50,18,0.4,50,5,-8,50.0,1.0
14,5,9,7,7,156.99,-21.51,55,18,0.6,50,5,-8,50.0,1.0
12,3,9,6,6,131.75,-34.12,50,18,0.5,50,6,-12,50.0,1.0
12,6,6,6,6,197.02,-1.49,55,20,0.7,150,5,-5,50.0,1.0
14,6,8,7,7,122.9,-38.55,50,18,0.4,150,6,-12,50.0,1.0
22,8,14,11,11,175.13,-12.44,50,18,0.4,50,4,-5,50.0,1.0
12,3,9,6,6,131.75,-34.12,55,18,0.5,50,6,-12,50.0,1.0
14,7,7,7,7,183.79,-8.1,45,20,0.7,50,4,-5,50.0,1.0
12,3,9,6,6,150.77,-24.61,55,18,0.5,50,6,-10,50.0,1.0
14,7,7,7,7,183.79,-8.1,50,20,0.7,50,4,-5,50.0,1.0
14,6,8,7,7,122.9,-38.55,45,18,0.4,150,6,-12,50.0,1.0
21,8,13,10,11,168.39,-15.8,45,18,0.5,50,4,-5,47.62,0.91
21,8,13,10,11,168.39,-15.8,55,18,0.5,50,4,-5,47.62,0.91
21,8,13,10,11,168.39,-15.8,50,18,0.5,50,4,-5,47.62,0.91
17,6,11,8,9,172.51,-13.75,45,20,0.5,50,4,-5,47.06,0.89
17,8,9,8,9,159.68,-20.16,50,18,0.7,100,3,-5,47.06,0.89
17,8,9,8,9,159.68,-20.16,55,18,0.7,100,3,-5,47.06,0.89
17,8,9,8,9,159.68,-20.16,45,18,0.7,100,3,-5,47.06,0.89
17,6,11,8,9,186.23,-6.88,50,20,0.5,50,5,-5,47.06,0.89
17,6,11,8,9,172.51,-13.75,55,20,0.5,50,4,-5,47.06,0.89
17,6,11,8,9,186.23,-6.88,55,20,0.5,50,5,-5,47.06,0.89
17,6,11,8,9,186.23,-6.88,45,20,0.5,50,5,-5,47.06,0.89
17,6,11,8,9,172.51,-13.75,50,20,0.5,50,4,-5,47.06,0.89
15,5,10,7,8,199.51,-0.25,55,20,0.5,50,6,-5,46.67,0.88
15,5,10,7,8,144.43,-27.78,55,18,0.5,100,5,-8,46.67,0.88
15,5,10,7,8,199.51,-0.25,50,20,0.5,50,6,-5,46.67,0.88
15,5,10,7,8,144.43,-27.78,50,18,0.5,100,5,-8,46.67,0.88
15,5,10,7,8,144.43,-27.78,50,18,0.5,150,5,-8,46.67,0.88
15,5,10,7,8,144.43,-27.78,45,18,0.5,100,5,-8,46.67,0.88
15,8,7,7,8,186.7,-6.65,55,18,0.7,150,5,-5,46.67,0.88
15,8,7,7,8,174.6,-12.7,55,18,0.7,150,4,-5,46.67,0.88
15,5,10,7,8,144.43,-27.78,45,18,0.5,150,5,-8,46.67,0.88
15,5,10,7,8,144.43,-27.78,50,18,0.4,100,5,-8,46.67,0.88
15,8,7,7,8,186.7,-6.65,50,18,0.7,150,5,-5,46.67,0.88
15,5,10,7,8,144.43,-27.78,55,18,0.5,150,5,-8,46.67,0.88
15,5,10,7,8,144.43,-27.78,50,18,0.4,150,5,-8,46.67,0.88
15,8,7,7,8,174.6,-12.7,50,18,0.7,150,4,-5,46.67,0.88
15,5,10,7,8,144.43,-27.78,55,18,0.4,150,5,-8,46.67,0.88
15,5,10,7,8,144.43,-27.78,45,18,0.4,150,5,-8,46.67,0.88
15,5,10,7,8,144.43,-27.78,45,18,0.4,100,5,-8,46.67,0.88
15,5,10,7,8,199.51,-0.25,45,20,0.5,50,6,-5,46.67,0.88
15,8,7,7,8,186.7,-6.65,45,18,0.7,150,5,-5,46.67,0.88
15,5,10,7,8,144.43,-27.78,55,18,0.4,100,5,-8,46.67,0.88
15,8,7,7,8,174.6,-12.7,45,18,0.7,150,4,-5,46.67,0.88
13,5,8,6,7,135.69,-32.15,55,18,0.4,150,6,-10,46.15,0.86
13,5,8,6,7,135.69,-32.15,45,18,0.5,150,6,-10,46.15,0.86
13,5,8,6,7,135.69,-32.15,55,18,0.4,100,6,-10,46.15,0.86
13,5,8,6,7,135.69,-32.15,45,18,0.5,100,6,-10,46.15,0.86
13,5,8,6,7,115.94,-42.03,55,18,0.4,100,6,-12,46.15,0.86
13,5,8,6,7,135.69,-32.15,50,18,0.5,100,6,-10,46.15,0.86
13,5,8,6,7,158.26,-20.87,50,18,0.6,100,6,-8,46.15,0.86
13,4,9,6,7,115.94,-42.03,55,18,0.4,50,6,-12,46.15,0.86
13,5,8,6,7,135.69,-32.15,50,18,0.5,150,6,-10,46.15,0.86
13,5,8,6,7,158.26,-20.87,45,18,0.6,100,6,-8,46.15,0.86
13,4,9,6,7,135.69,-32.15,55,18,0.4,50,6,-10,46.15,0.86
13,5,8,6,7,135.69,-32.15,50,18,0.4,100,6,-10,46.15,0.86
13,5,8,6,7,135.69,-32.15,45,18,0.4,150,6,-10,46.15,0.86
13,4,9,6,7,115.94,-42.03,50,18,0.4,50,6,-12,46.15,0.86
13,5,8,6,7,115.94,-42.03,50,18,0.4,100,6,-12,46.15,0.86
13,5,8,6,7,158.26,-20.87,55,18,0.6,100,6,-8,46.15,0.86
13,4,9,6,7,115.94,-42.03,45,18,0.4,50,6,-12,46.15,0.86
13,4,9,6,7,135.69,-32.15,45,18,0.4,50,6,-10,46.15,0.86
13,6,7,6,7,166.77,-16.61,50,20,0.7,100,3,-5,46.15,0.86
13,6,7,6,7,166.77,-16.61,45,20,0.7,100,3,-5,46.15,0.86
13,5,8,6,7,135.69,-32.15,55,18,0.5,150,6,-10,46.15,0.86
13,5,8,6,7,135.69,-32.15,45,18,0.4,100,6,-10,46.15,0.86
13,5,8,6,7,115.94,-42.03,45,18,0.4,100,6,-12,46.15,0.86
13,5,8,6,7,135.69,-32.15,55,18,0.5,100,6,-10,46.15,0.86
13,6,7,6,7,166.77,-16.61,55,20,0.7,100,3,-5,46.15,0.86
13,5,8,6,7,135.69,-32.15,50,18,0.4,150,6,-10,46.15,0.86
13,4,9,6,7,135.69,-32.15,50,18,0.4,50,6,-10,46.15,0.86
11,5,6,5,6,196.74,-1.63,50,20,0.7,150,6,-5,45.45,0.83
22,9,13,10,12,159.97,-20.01,45,18,0.5,100,4,-5,45.45,0.83
22,9,13,10,12,159.97,-20.01,50,18,0.4,100,4,-5,45.45,0.83
22,9,13,10,12,159.97,-20.01,45,18,0.4,100,4,-5,45.45,0.83
22,9,13,10,12,159.97,-20.01,55,18,0.4,100,4,-5,45.45,0.83
22,9,13,10,12,159.97,-20.01,50,18,0.5,100,4,-5,45.45,0.83
22,9,13,10,12,159.97,-20.01,50,18,0.5,150,4,-5,45.45,0.83
11,5,6,5,6,196.74,-1.63,45,20,0.7,150,6,-5,45.45,0.83
22,9,13,10,12,159.97,-20.01,45,18,0.4,150,4,-5,45.45,0.83
11,5,6,5,6,196.74,-1.63,55,20,0.7,150,6,-5,45.45,0.83
22,9,13,10,12,159.97,-20.01,55,18,0.5,150,4,-5,45.45,0.83
22,9,13,10,12,159.97,-20.01,45,18,0.5,150,4,-5,45.45,0.83
22,9,13,10,12,159.97,-20.01,55,18,0.5,100,4,-5,45.45,0.83
22,9,13,10,12,159.97,-20.01,50,18,0.4,150,4,-5,45.45,0.83
22,9,13,10,12,159.97,-20.01,55,18,0.4,150,4,-5,45.45,0.83
9,3,6,4,5,160.22,-19.89,45,20,0.7,100,5,-8,44.44,0.8
18,7,11,8,10,176.92,-11.54,50,20,0.5,150,5,-5,44.44,0.8
18,7,11,8,10,163.88,-18.06,50,20,0.5,150,4,-5,44.44,0.8
9,3,6,4,5,166.42,-16.79,50,20,0.7,100,6,-8,44.44,0.8
18,7,11,8,10,176.92,-11.54,55,20,0.5,100,5,-5,44.44,0.8
18,7,11,8,10,176.92,-11.54,55,20,0.5,150,5,-5,44.44,0.8
18,7,11,8,10,163.88,-18.06,45,18,0.6,50,4,-5,44.44,0.8
18,7,11,8,10,163.88,-18.06,55,20,0.5,100,4,-5,44.44,0.8
18,7,11,8,10,163.88,-18.06,50,20,0.5,100,4,-5,44.44,0.8
18,7,11,8,10,176.92,-11.54,50,20,0.5,100,5,-5,44.44,0.8
18,7,11,8,10,163.88,-18.06,55,18,0.6,50,4,-5,44.44,0.8
18,7,11,8,10,163.88,-18.06,55,20,0.5,150,4,-5,44.44,0.8
9,3,6,4,5,154.21,-22.9,45,20,0.7,100,4,-8,44.44,0.8
9,3,6,4,5,166.42,-16.79,45,20,0.7,100,6,-8,44.44,0.8
18,7,11,8,10,163.88,-18.06,50,18,0.6,50,4,-5,44.44,0.8
18,7,11,8,10,163.88,-18.06,45,20,0.5,100,4,-5,44.44,0.8
9,3,6,4,5,154.21,-22.9,55,20,0.7,100,4,-8,44.44,0.8
9,3,6,4,5,160.22,-19.89,55,20,0.7,100,5,-8,44.44,0.8
18,7,11,8,10,176.92,-11.54,45,20,0.5,150,5,-5,44.44,0.8
9,3,6,4,5,154.21,-22.9,50,20,0.7,100,4,-8,44.44,0.8
9,3,6,4,5,166.42,-16.79,55,20,0.7,100,6,-8,44.44,0.8
18,7,11,8,10,163.88,-18.06,45,20,0.5,150,4,-5,44.44,0.8
18,7,11,8,10,176.92,-11.54,45,20,0.5,100,5,-5,44.44,0.8
9,3,6,4,5,160.22,-19.89,50,20,0.7,100,5,-8,44.44,0.8
16,6,10,7,9,189.53,-5.23,50,20,0.5,150,6,-5,43.75,0.78
16,6,10,7,9,177.36,-11.32,50,18,0.7,50,5,-5,43.75,0.78
16,6,10,7,9,189.53,-5.23,55,20,0.5,100,6,-5,43.75,0.78
16,6,10,7,9,189.53,-5.23,55,20,0.5,150,6,-5,43.75,0.78
16,6,10,7,9,189.53,-5.23,45,20,0.5,100,6,-5,43.75,0.78
16,6,10,7,9,189.53,-5.23,50,20,0.5,100,6,-5,43.75,0.78
16,6,10,7,9,177.36,-11.32,45,18,0.7,50,5,-5,43.75,0.78
16,6,10,7,9,189.53,-5.23,45,20,0.5,150,6,-5,43.75,0.78
16,6,10,7,9,177.36,-11.32,55,18,0.7,50,5,-5,43.75,0.78
16,6,10,7,9,189.53,-5.23,45,18,0.7,50,6,-5,43.75,0.78
16,6,10,7,9,189.53,-5.23,55,18,0.7,50,6,-5,43.75,0.78
16,6,10,7,9,189.53,-5.23,50,18,0.7,50,6,-5,43.75,0.78
21,7,14,9,12,167.66,-16.17,45,18,0.4,50,5,-5,42.86,0.75
14,7,7,6,8,188.21,-5.89,50,18,0.7,150,6,-5,42.86,0.75
14,7,7,6,8,188.21,-5.89,45,18,0.7,150,6,-5,42.86,0.75
21,7,14,9,12,167.66,-16.17,55,18,0.4,50,5,-5,42.86,0.75
21,7,14,9,12,167.66,-16.17,50,18,0.4,50,5,-5,42.86,0.75
14,7,7,6,8,188.21,-5.89,55,18,0.7,150,6,-5,42.86,0.75
19,7,12,8,11,155.69,-22.16,50,20,0.4,100,4,-5,42.11,0.73
19,7,12,8,11,168.08,-15.96,50,20,0.4,100,5,-5,42.11,0.73
19,7,12,8,11,155.69,-22.16,50,20,0.4,50,4,-5,42.11,0.73
19,7,12,8,11,155.69,-22.16,50,18,0.6,150,4,-5,42.11,0.73
19,7,12,8,11,168.08,-15.96,50,20,0.4,50,5,-5,42.11,0.73
19,7,12,8,11,155.69,-22.16,50,20,0.4,150,4,-5,42.11,0.73
19,7,12,8,11,168.08,-15.96,50,20,0.4,150,5,-5,42.11,0.73
19,9,10,8,11,155.69,-22.16,50,18,0.6,100,4,-5,42.11,0.73
19,7,12,8,11,168.08,-15.96,50,18,0.6,150,5,-5,42.11,0.73
19,7,12,8,11,168.08,-15.96,45,20,0.4,150,5,-5,42.11,0.73
19,9,10,8,11,155.69,-22.16,45,18,0.6,100,4,-5,42.11,0.73
19,7,12,8,11,155.69,-22.16,55,20,0.4,100,4,-5,42.11,0.73
19,7,12,8,11,155.69,-22.16,45,20,0.4,100,4,-5,42.11,0.73
19,7,12,8,11,168.08,-15.96,45,20,0.4,100,5,-5,42.11,0.73
19,7,12,8,11,155.69,-22.16,45,20,0.4,150,4,-5,42.11,0.73
19,9,10,8,11,155.69,-22.16,55,18,0.6,100,4,-5,42.11,0.73
19,7,12,8,11,155.69,-22.16,55,18,0.6,150,4,-5,42.11,0.73
19,7,12,8,11,168.08,-15.96,55,18,0.6,150,5,-5,42.11,0.73
19,7,12,8,11,155.69,-22.16,55,20,0.4,50,4,-5,42.11,0.73
19,7,12,8,11,168.08,-15.96,55,20,0.4,50,5,-5,42.11,0.73
19,7,12,8,11,168.08,-15.96,45,20,0.4,50,5,-5,42.11,0.73
19,7,12,8,11,155.69,-22.16,45,20,0.4,50,4,-5,42.11,0.73
19,7,12,8,11,168.08,-15.96,45,18,0.6,150,5,-5,42.11,0.73
19,7,12,8,11,168.08,-15.96,55,20,0.4,100,5,-5,42.11,0.73
19,7,12,8,11,155.69,-22.16,45,18,0.6,150,4,-5,42.11,0.73
19,7,12,8,11,155.69,-22.16,55,20,0.4,150,4,-5,42.11,0.73
19,7,12,8,11,168.08,-15.96,55,20,0.4,150,5,-5,42.11,0.73
17,6,11,7,10,180.06,-9.97,55,20,0.4,50,6,-5,41.18,0.7
17,6,11,7,10,180.06,-9.97,55,20,0.4,100,6,-5,41.18,0.7
17,6,11,7,10,180.06,-9.97,50,18,0.4,50,6,-5,41.18,0.7
17,6,11,7,10,180.06,-9.97,45,20,0.4,150,6,-5,41.18,0.7
17,6,11,7,10,180.06,-9.97,45,18,0.4,50,6,-5,41.18,0.7
17,6,11,7,10,180.06,-9.97,45,20,0.4,100,6,-5,41.18,0.7
17,6,11,7,10,180.06,-9.97,55,20,0.4,150,6,-5,41.18,0.7
17,6,11,7,10,180.06,-9.97,50,20,0.4,100,6,-5,41.18,0.7
17,6,11,7,10,180.06,-9.97,45,20,0.4,50,6,-5,41.18,0.7
17,6,11,7,10,180.06,-9.97,50,20,0.4,50,6,-5,41.18,0.7
17,6,11,7,10,180.06,-9.97,50,20,0.4,150,6,-5,41.18,0.7
17,6,11,7,10,180.06,-9.97,55,18,0.4,50,6,-5,41.18,0.7
20,7,13,8,12,159.67,-20.16,50,18,0.5,50,5,-5,40.0,0.67
20,7,13,8,12,159.67,-20.16,45,18,0.5,50,5,-5,40.0,0.67
15,6,9,6,9,178.8,-10.6,45,18,0.6,150,6,-5,40.0,0.67
15,6,9,6,9,178.8,-10.6,50,18,0.6,150,6,-5,40.0,0.67
20,7,13,8,12,159.67,-20.16,55,18,0.5,50,5,-5,40.0,0.67
15,6,9,6,9,178.8,-10.6,55,18,0.6,150,6,-5,40.0,0.67
21,8,13,8,13,151.69,-24.16,50,18,0.5,150,5,-5,38.1,0.62
21,8,13,8,13,151.69,-24.16,45,18,0.4,100,5,-5,38.1,0.62
21,8,13,8,13,151.69,-24.16,50,18,0.5,100,5,-5,38.1,0.62
21,8,13,8,13,151.69,-24.16,50,18,0.4,100,5,-5,38.1,0.62
21,8,13,8,13,151.69,-24.16,55,18,0.4,150,5,-5,38.1,0.62
21,8,13,8,13,151.69,-24.16,50,18,0.4,150,5,-5,38.1,0.62
21,8,13,8,13,151.69,-24.16,45,18,0.4,150,5,-5,38.1,0.62
21,8,13,8,13,151.69,-24.16,55,18,0.5,150,5,-5,38.1,0.62
21,8,13,8,13,151.69,-24.16,55,18,0.5,100,5,-5,38.1,0.62
21,8,13,8,13,151.69,-24.16,55,18,0.4,100,5,-5,38.1,0.62
21,8,13,8,13,151.69,-24.16,45,18,0.5,150,5,-5,38.1,0.62
21,8,13,8,13,151.69,-24.16,45,18,0.5,100,5,-5,38.1,0.62
16,6,10,6,10,169.86,-15.07,50,18,0.6,50,6,-5,37.5,0.6
16,6,10,6,10,169.86,-15.07,55,18,0.6,50,6,-5,37.5,0.6
16,6,10,6,10,169.86,-15.07,45,18,0.6,50,6,-5,37.5,0.6
16,6,10,6,10,169.86,-15.07,45,18,0.5,50,6,-5,37.5,0.6
16,6,10,6,10,169.86,-15.07,55,18,0.5,50,6,-5,37.5,0.6
16,6,10,6,10,169.86,-15.07,50,18,0.5,50,6,-5,37.5,0.6
11,4,7,4,7,176.33,-11.84,45,20,0.7,100,6,-5,36.36,0.57
11,4,7,4,7,169.77,-15.12,45,20,0.7,100,5,-5,36.36,0.57
11,4,7,4,7,169.77,-15.12,55,20,0.7,100,5,-5,36.36,0.57
11,4,7,4,7,163.39,-18.3,45,20,0.7,100,4,-5,36.36,0.57
11,4,7,4,7,176.33,-11.84,50,20,0.7,100,6,-5,36.36,0.57
11,4,7,4,7,163.39,-18.3,50,20,0.7,100,4,-5,36.36,0.57
11,4,7,4,7,163.39,-18.3,55,20,0.7,100,4,-5,36.36,0.57
11,4,7,4,7,169.77,-15.12,50,20,0.7,100,5,-5,36.36,0.57
11,4,7,4,7,176.33,-11.84,55,20,0.7,100,6,-5,36.36,0.57
17,7,10,6,11,161.37,-19.31,55,18,0.4,150,6,-5,35.29,0.55
17,7,10,6,11,161.37,-19.31,50,18,0.5,150,6,-5,35.29,0.55
17,7,10,6,11,161.37,-19.31,50,18,0.5,100,6,-5,35.29,0.55
17,7,10,6,11,161.37,-19.31,55,18,0.4,100,6,-5,35.29,0.55
17,7,10,6,11,161.37,-19.31,45,18,0.5,100,6,-5,35.29,0.55
17,6,11,6,11,152.45,-23.78,45,18,0.6,50,5,-5,35.29,0.55
17,6,11,6,11,152.45,-23.78,50,18,0.6,50,5,-5,35.29,0.55
17,7,10,6,11,161.37,-19.31,55,18,0.5,100,6,-5,35.29,0.55
17,7,10,6,11,161.37,-19.31,45,18,0.4,100,6,-5,35.29,0.55
17,7,10,6,11,161.37,-19.31,45,18,0.4,150,6,-5,35.29,0.55
17,7,10,6,11,161.37,-19.31,50,18,0.4,100,6,-5,35.29,0.55
17,7,10,6,11,161.37,-19.31,50,18,0.4,150,6,-5,35.29,0.55
17,7,10,6,11,161.37,-19.31,45,18,0.5,150,6,-5,35.29,0.55
17,7,10,6,11,161.37,-19.31,55,18,0.5,150,6,-5,35.29,0.55
17,6,11,6,11,152.45,-23.78,55,18,0.6,50,5,-5,35.29,0.55
15,7,8,5,10,145.69,-27.15,50,18,0.7,100,4,-5,33.33,0.5
15,7,8,5,10,152.83,-23.58,50,18,0.7,100,5,-5,33.33,0.5
15,7,8,5,10,160.25,-19.88,50,18,0.7,100,6,-5,33.33,0.5
18,8,10,6,12,144.83,-27.59,45,18,0.6,100,5,-5,33.33,0.5
15,7,8,5,10,152.83,-23.58,45,18,0.7,100,5,-5,33.33,0.5
18,8,10,6,12,144.83,-27.59,50,18,0.6,100,5,-5,33.33,0.5
15,7,8,5,10,152.83,-23.58,55,18,0.7,100,5,-5,33.33,0.5
18,8,10,6,12,144.83,-27.59,55,18,0.6,100,5,-5,33.33,0.5
15,7,8,5,10,145.69,-27.15,45,18,0.7,100,4,-5,33.33,0.5
15,7,8,5,10,160.25,-19.88,45,18,0.7,100,6,-5,33.33,0.5
15,7,8,5,10,145.69,-27.15,55,18,0.7,100,4,-5,33.33,0.5
15,7,8,5,10,160.25,-19.88,55,18,0.7,100,6,-5,33.33,0.5
15,7,8,4,11,143.62,-28.19,45,18,0.6,100,6,-5,26.67,0.36
15,7,8,4,11,143.62,-28.19,50,18,0.6,100,6,-5,26.67,0.36
15,7,8,4,11,143.62,-28.19,55,18,0.6,100,6,-5,26.67,0.36
