Datetime,index,Open,High,Low,Close,Volume
2025-06-02 19:30:00-04:00,0,105801.1,105828.5,105666.8,105774.8,559.772
2025-06-02 19:00:00-04:00,1,105650.0,105876.0,105517.1,105801.0,3552.187
2025-06-02 18:30:00-04:00,2,105719.1,105737.1,105428.9,105649.9,3235.67
2025-06-02 18:00:00-04:00,3,104886.2,105769.0,104878.1,105719.1,8362.008
2025-06-02 17:30:00-04:00,4,104745.4,104886.2,104523.5,104886.1,1179.208
2025-06-02 17:00:00-04:00,5,104829.2,105068.0,104687.9,104745.4,2280.053
2025-06-02 16:30:00-04:00,6,104774.1,104863.3,104603.0,104829.2,1553.363
2025-06-02 16:00:00-04:00,7,104366.5,104962.7,104366.5,104774.0,4418.112
2025-06-02 15:30:00-04:00,8,104335.4,104403.8,103984.2,104366.4,2054.291
2025-06-02 15:00:00-04:00,9,104308.7,104460.8,104192.0,104335.4,1253.871
2025-06-02 14:30:00-04:00,10,104557.9,104580.9,104142.8,104308.8,2631.973
2025-06-02 14:00:00-04:00,11,104345.6,104699.4,104277.3,104557.9,2633.799
2025-06-02 13:30:00-04:00,12,104359.9,104429.5,104103.0,104345.6,1397.149
2025-06-02 13:00:00-04:00,13,104234.7,104451.1,104029.9,104360.0,2136.254
2025-06-02 12:30:00-04:00,14,104050.6,104320.0,103982.9,104234.6,1582.129
2025-06-02 12:00:00-04:00,15,104396.9,104440.4,103985.7,104050.6,2166.295
2025-06-02 11:30:00-04:00,16,104279.1,104485.6,104170.5,104396.8,2420.71
2025-06-02 11:00:00-04:00,17,104129.6,104533.3,103852.0,104279.1,4526.154
2025-06-02 10:30:00-04:00,18,104412.8,104646.1,103920.0,104129.6,6757.955
2025-06-02 10:00:00-04:00,19,103764.3,104546.7,103600.6,104412.8,7969.249
2025-06-02 09:30:00-04:00,20,103969.2,104517.0,103642.0,103764.3,9529.334
2025-06-02 09:00:00-04:00,21,104156.0,104221.2,103815.0,103969.2,3480.526
2025-06-02 08:30:00-04:00,22,104004.7,104236.9,103977.9,104156.0,3982.361
2025-06-02 08:00:00-04:00,23,104000.1,104081.7,103805.0,104004.7,3884.89
2025-06-02 07:30:00-04:00,24,104213.6,104294.4,103867.8,104000.0,4578.985
2025-06-02 07:00:00-04:00,25,104316.7,104448.6,104150.2,104213.6,3124.432
2025-06-02 06:30:00-04:00,26,104330.0,104400.0,104188.8,104316.7,2910.409
2025-06-02 06:00:00-04:00,27,104530.4,104618.2,104253.0,104330.1,4532.48
2025-06-02 05:30:00-04:00,28,104680.4,104859.7,104420.0,104530.5,5286.652
2025-06-02 05:00:00-04:00,29,105290.1,105296.5,104650.0,104680.5,8556.564
2025-06-02 04:30:00-04:00,30,105763.1,105848.6,105190.5,105290.0,5337.03
2025-06-02 04:00:00-04:00,31,105346.4,105900.0,105300.4,105763.2,5165.407
2025-06-02 03:30:00-04:00,32,105230.4,105398.5,105139.9,105346.4,1858.518
2025-06-02 03:00:00-04:00,33,105133.4,105354.4,105123.3,105230.4,2262.157
2025-06-02 02:30:00-04:00,34,104911.8,105245.0,104855.0,105133.5,3459.431
2025-06-02 02:00:00-04:00,35,104781.2,104937.4,104695.5,104911.9,2238.37
2025-06-02 01:30:00-04:00,36,104764.7,104790.0,104549.8,104781.2,1685.768
2025-06-02 01:00:00-04:00,37,104736.4,104882.9,104638.0,104764.6,1284.445
2025-06-02 00:30:00-04:00,38,104865.7,104939.1,104650.1,104736.3,1046.549
2025-06-02 00:00:00-04:00,39,104781.8,104958.9,104679.9,104865.8,1541.215
2025-06-01 23:30:00-04:00,40,104779.6,104959.0,104763.9,104781.8,1943.564
2025-06-01 23:00:00-04:00,41,104986.9,105016.4,104520.0,104779.6,4324.671
2025-06-01 22:30:00-04:00,42,105225.6,105311.0,104958.2,104986.9,2540.532
2025-06-01 22:00:00-04:00,43,105327.7,105368.3,105088.0,105225.6,2317.233
2025-06-01 21:30:00-04:00,44,105416.1,105419.1,105290.4,105327.6,1172.316
2025-06-01 21:00:00-04:00,45,105379.2,105602.0,105372.5,105416.0,1387.225
2025-06-01 20:30:00-04:00,46,105420.3,105537.0,105362.7,105379.1,1415.734
2025-06-01 20:00:00-04:00,47,105583.3,105700.0,105351.8,105420.4,2512.866
2025-06-01 19:30:00-04:00,48,105644.8,105741.8,105534.4,105583.3,1322.315
2025-06-01 19:00:00-04:00,49,105455.5,105823.6,105400.3,105644.7,2538.654
2025-06-01 18:30:00-04:00,50,105420.3,105505.5,105363.0,105455.4,1202.312
2025-06-01 18:00:00-04:00,51,105444.9,105699.0,105396.1,105420.3,4101.671
2025-06-01 17:30:00-04:00,52,105101.1,105468.9,105101.1,105444.9,2832.878
2025-06-01 17:00:00-04:00,53,104897.0,105115.4,104854.4,105101.1,1245.607
2025-06-01 16:30:00-04:00,54,105105.1,105260.0,104833.1,104897.0,2308.739
2025-06-01 16:00:00-04:00,55,105075.2,105123.0,104871.3,105105.1,1571.638
2025-06-01 15:30:00-04:00,56,104964.6,105119.6,104922.3,105075.2,1415.048
2025-06-01 15:00:00-04:00,57,104850.8,105024.3,104757.8,104964.5,2116.938
2025-06-01 14:30:00-04:00,58,104677.9,104921.5,104280.1,104850.8,4746.18
2025-06-01 14:00:00-04:00,59,105006.2,105014.0,104620.1,104677.9,2247.253
2025-06-01 13:30:00-04:00,60,105049.6,105152.5,104954.4,105006.3,1286.301
2025-06-01 13:00:00-04:00,61,104984.4,105150.0,104936.2,105049.5,1273.159
2025-06-01 12:30:00-04:00,62,105101.3,105195.1,104943.7,104984.4,2212.364
2025-06-01 12:00:00-04:00,63,104663.9,105285.0,104602.9,105101.3,8735.883
2025-06-01 11:30:00-04:00,64,104727.6,104760.0,104587.9,104664.0,1835.068
2025-06-01 11:00:00-04:00,65,104551.5,104756.7,104435.4,104727.6,2312.006
2025-06-01 10:30:00-04:00,66,104620.7,104731.2,104520.0,104551.6,2213.637
2025-06-01 10:00:00-04:00,67,104215.9,104666.3,104215.9,104620.7,3062.549
2025-06-01 09:30:00-04:00,68,104139.9,104393.1,104119.8,104216.0,2044.132
2025-06-01 09:00:00-04:00,69,103917.1,104320.0,103903.5,104140.0,2269.919
2025-06-01 08:30:00-04:00,70,104002.7,104013.7,103708.6,103917.1,1752.979
2025-06-01 08:00:00-04:00,71,104038.0,104144.1,103950.0,104002.7,1406.532
2025-06-01 07:30:00-04:00,72,104015.9,104105.6,103953.7,104038.0,1408.39
2025-06-01 07:00:00-04:00,73,103887.8,104027.7,103800.7,104016.0,1663.86
2025-06-01 06:30:00-04:00,74,103888.0,103917.0,103727.1,103887.8,1278.685
2025-06-01 06:00:00-04:00,75,103888.0,103996.7,103802.0,103888.0,1676.425
2025-06-01 05:30:00-04:00,76,103987.6,103992.2,103704.1,103888.0,4040.82
2025-06-01 05:00:00-04:00,77,104342.7,104410.5,103930.1,103987.7,3526.969
2025-06-01 04:30:00-04:00,78,104232.9,104349.1,104206.4,104342.7,942.689
2025-06-01 04:00:00-04:00,79,104230.9,104277.0,104168.0,104232.9,1017.7
2025-06-01 03:30:00-04:00,80,104299.8,104304.5,104162.2,104231.0,916.354
2025-06-01 03:00:00-04:00,81,104206.8,104327.5,104148.0,104299.8,930.43
2025-06-01 02:30:00-04:00,82,104261.8,104329.9,104173.2,104206.8,664.05
2025-06-01 02:00:00-04:00,83,104485.7,104485.7,104138.0,104261.8,2189.854
2025-06-01 01:30:00-04:00,84,104524.1,104586.6,104386.7,104485.7,818.788
2025-06-01 01:00:00-04:00,85,104587.8,104671.8,104519.5,104524.1,1123.766
2025-06-01 00:30:00-04:00,86,104474.8,104700.0,104474.7,104587.8,1790.132
2025-06-01 00:00:00-04:00,87,104336.4,104490.4,104313.9,104474.8,1036.304
2025-05-31 23:30:00-04:00,88,104107.0,104425.0,104106.9,104336.4,1707.144
2025-05-31 23:00:00-04:00,89,104144.0,104190.8,103930.0,104107.0,1220.231
2025-05-31 22:30:00-04:00,90,104120.5,104289.7,104120.5,104143.9,1415.169
2025-05-31 22:00:00-04:00,91,104085.1,104166.3,103860.9,104120.5,2043.687
2025-05-31 21:30:00-04:00,92,104344.7,104365.1,103917.9,104085.2,3229.206
2025-05-31 21:00:00-04:00,93,104408.7,104477.8,104260.5,104344.7,1287.299
2025-05-31 20:30:00-04:00,94,104319.4,104435.0,104277.3,104408.7,1492.082
2025-05-31 20:00:00-04:00,95,104544.6,104599.6,104314.8,104319.3,1946.444
2025-05-31 19:30:00-04:00,96,104593.6,104646.3,104536.3,104544.7,588.977
2025-05-31 19:00:00-04:00,97,104567.3,104799.6,104423.0,104593.5,2139.057
2025-05-31 18:30:00-04:00,98,104684.9,104705.2,104550.0,104567.2,881.228
2025-05-31 18:00:00-04:00,99,104817.4,104859.3,104680.3,104685.0,914.534
2025-05-31 17:30:00-04:00,100,104734.8,104832.1,104670.5,104817.3,985.532
2025-05-31 17:00:00-04:00,101,104728.8,104833.9,104585.7,104734.9,1261.017
2025-05-31 16:30:00-04:00,102,104630.4,104770.8,104615.5,104728.9,783.415
2025-05-31 16:00:00-04:00,103,104653.9,104671.4,104490.0,104630.3,768.029
2025-05-31 15:30:00-04:00,104,104652.5,104700.0,104600.3,104653.9,749.919
2025-05-31 15:00:00-04:00,105,104444.8,104687.0,104444.8,104652.4,1304.186
2025-05-31 14:30:00-04:00,106,104482.7,104502.9,104334.0,104444.8,585.2
2025-05-31 14:00:00-04:00,107,104304.2,104578.5,104304.2,104482.8,1016.859
2025-05-31 13:30:00-04:00,108,104425.9,104468.8,104215.0,104304.2,1482.854
2025-05-31 13:00:00-04:00,109,104432.4,104575.4,104346.1,104425.9,1234.345
2025-05-31 12:30:00-04:00,110,104636.1,104743.8,104351.0,104432.4,2498.096
2025-05-31 12:00:00-04:00,111,104497.1,104695.8,104335.2,104636.1,2219.789
2025-05-31 11:30:00-04:00,112,104730.1,104800.0,104379.2,104497.1,4661.673
2025-05-31 11:00:00-04:00,113,104513.2,104730.1,104411.7,104730.1,4121.034
2025-05-31 10:30:00-04:00,114,104238.2,104537.9,104231.9,104513.2,3444.749
2025-05-31 10:00:00-04:00,115,104061.0,104421.5,104053.0,104238.3,5527.561
2025-05-31 09:30:00-04:00,116,104044.7,104146.0,103940.0,104060.9,1536.638
2025-05-31 09:00:00-04:00,117,103984.1,104150.9,103920.7,104044.8,4831.456
2025-05-31 08:30:00-04:00,118,103737.9,103984.2,103685.0,103984.2,2503.714
2025-05-31 08:00:00-04:00,119,103460.9,103912.4,103444.4,103737.9,3000.936
2025-05-31 07:30:00-04:00,120,103439.2,103480.0,103394.3,103460.9,701.751
2025-05-31 07:00:00-04:00,121,103372.3,103500.0,103257.0,103439.3,1264.918
2025-05-31 06:30:00-04:00,122,103362.2,103406.8,103249.9,103372.3,1470.673
2025-05-31 06:00:00-04:00,123,103500.0,103567.9,103302.0,103362.3,2189.031
2025-05-31 05:30:00-04:00,124,103452.4,103538.8,103442.4,103500.1,984.04
2025-05-31 05:00:00-04:00,125,103610.7,103693.5,103435.1,103452.5,1263.194
2025-05-31 04:30:00-04:00,126,103647.8,103719.8,103474.4,103610.6,1171.001
2025-05-31 04:00:00-04:00,127,103700.5,103770.2,103466.2,103647.9,1502.949
2025-05-31 03:30:00-04:00,128,103641.3,103777.4,103606.4,103700.6,793.725
2025-05-31 03:00:00-04:00,129,103807.4,103811.4,103579.1,103641.3,1020.577
2025-05-31 02:30:00-04:00,130,103655.8,103863.0,103604.5,103807.3,1743.484
2025-05-31 02:00:00-04:00,131,103485.9,103669.5,103482.6,103655.9,1003.088
2025-05-31 01:30:00-04:00,132,103635.2,103698.9,103455.2,103485.9,1513.654
2025-05-31 01:00:00-04:00,133,103761.7,103863.6,103570.4,103635.1,1540.294
2025-05-31 00:30:00-04:00,134,103734.5,103780.0,103678.1,103761.6,1203.361
2025-05-31 00:00:00-04:00,135,103640.2,103767.0,103433.1,103734.4,2245.446
2025-05-30 23:30:00-04:00,136,103436.3,103663.6,103234.6,103640.1,2473.338
2025-05-30 23:00:00-04:00,137,103150.1,103447.0,103032.1,103436.3,3992.285
2025-05-30 22:30:00-04:00,138,103645.2,103645.2,103061.6,103150.1,4084.055
2025-05-30 22:00:00-04:00,139,103426.5,103827.3,103231.0,103645.2,3729.329
2025-05-30 21:30:00-04:00,140,103804.8,103945.7,103231.6,103426.5,7078.689
2025-05-30 21:00:00-04:00,141,103923.7,104160.9,103700.0,103804.7,2918.442
2025-05-30 20:30:00-04:00,142,103760.4,104259.4,103760.4,103923.7,3066.196
2025-05-30 20:00:00-04:00,143,103949.9,104140.9,103501.0,103760.5,5613.522
2025-05-30 19:30:00-04:00,144,103805.4,104100.0,103555.0,103950.0,4465.246
2025-05-30 19:00:00-04:00,145,103920.0,104210.2,103605.6,103805.3,5433.573
2025-05-30 18:30:00-04:00,146,104428.4,104457.9,103900.1,103920.1,4771.072
2025-05-30 18:00:00-04:00,147,104587.2,104750.0,104409.2,104428.3,2733.623
2025-05-30 17:30:00-04:00,148,104771.3,104828.1,104463.3,104587.1,1321.339
2025-05-30 17:00:00-04:00,149,104544.9,104849.9,104540.7,104771.3,1118.04
2025-05-30 16:30:00-04:00,150,104405.2,104805.8,104356.0,104544.9,1702.553
2025-05-30 16:00:00-04:00,151,104597.6,104619.1,104355.0,104405.1,2432.378
2025-05-30 15:30:00-04:00,152,104774.9,104774.9,104444.0,104597.6,2905.476
2025-05-30 15:00:00-04:00,153,104858.8,104957.5,104627.2,104774.9,3215.764
2025-05-30 14:30:00-04:00,154,104684.4,104878.0,104557.0,104858.9,2675.011
2025-05-30 14:00:00-04:00,155,104146.0,104772.4,104029.0,104684.3,5394.683
2025-05-30 13:30:00-04:00,156,103962.2,104260.0,103883.3,104146.0,3165.812
2025-05-30 13:00:00-04:00,157,103867.5,104200.0,103808.5,103962.2,5411.612
2025-05-30 12:30:00-04:00,158,104643.8,104686.2,103650.2,103867.4,23534.246
2025-05-30 12:00:00-04:00,159,105504.0,105531.5,104600.0,104643.8,5706.06
2025-05-30 11:30:00-04:00,160,105697.3,105795.4,105430.0,105504.0,3059.761
2025-05-30 11:00:00-04:00,161,105307.3,105794.8,105257.9,105697.4,3070.612
2025-05-30 10:30:00-04:00,162,105174.1,105620.0,105123.3,105307.2,3952.901
2025-05-30 10:00:00-04:00,163,105450.8,105796.8,105000.1,105174.0,5890.054
2025-05-30 09:30:00-04:00,164,105581.6,105943.0,105380.0,105450.8,5413.895
2025-05-30 09:00:00-04:00,165,105630.8,105849.9,105320.0,105581.6,3756.372
2025-05-30 08:30:00-04:00,166,105511.0,105949.1,105423.1,105630.8,4359.145
2025-05-30 08:00:00-04:00,167,105827.4,105927.0,105091.9,105510.9,8786.054
2025-05-30 07:30:00-04:00,168,105724.2,105918.8,105636.0,105827.4,3109.983
2025-05-30 07:00:00-04:00,169,105863.4,105940.1,105666.7,105724.1,2920.373
2025-05-30 06:30:00-04:00,170,105627.8,105880.0,105565.5,105863.4,2767.287
2025-05-30 06:00:00-04:00,171,105580.7,105699.3,105235.7,105627.8,6226.787
2025-05-30 05:30:00-04:00,172,105216.9,105620.0,104568.0,105580.8,9268.421
2025-05-30 05:00:00-04:00,173,105129.6,105312.1,105020.8,105216.8,2656.147
2025-05-30 04:30:00-04:00,174,105186.1,105323.2,105078.3,105129.6,2937.193
2025-05-30 04:00:00-04:00,175,104997.5,105209.7,104803.3,105186.2,5148.061
2025-05-30 03:30:00-04:00,176,105571.9,105572.0,104680.4,104997.5,10746.057
2025-05-30 03:00:00-04:00,177,105671.4,105810.1,105372.5,105571.9,4081.262
2025-05-30 02:30:00-04:00,178,105905.1,105973.9,105468.5,105671.5,4320.717
2025-05-30 02:00:00-04:00,179,106028.0,106087.3,105843.8,105905.2,2551.746
2025-05-30 01:30:00-04:00,180,106135.9,106266.0,105975.0,106027.9,1838.468
2025-05-30 01:00:00-04:00,181,106064.9,106169.9,106017.4,106135.9,1551.967
2025-05-30 00:30:00-04:00,182,105935.3,106087.5,105850.5,106065.0,1460.509
2025-05-30 00:00:00-04:00,183,105978.8,106038.8,105859.4,105935.3,1887.712
2025-05-29 23:30:00-04:00,184,106089.9,106138.5,105900.0,105978.8,2177.72
2025-05-29 23:00:00-04:00,185,105952.3,106100.5,105866.3,106090.0,1963.667
2025-05-29 22:30:00-04:00,186,105925.1,106129.0,105877.5,105952.3,3529.206
2025-05-29 22:00:00-04:00,187,105621.9,106069.7,105600.0,105925.1,3096.499
2025-05-29 21:30:00-04:00,188,105691.7,105881.3,105532.8,105621.9,3139.63
2025-05-29 21:00:00-04:00,189,104900.5,105716.9,104888.0,105691.6,11235.543
2025-05-29 20:30:00-04:00,190,106018.8,106041.7,104521.0,104900.3,12526.365
2025-05-29 20:00:00-04:00,191,105539.9,106175.9,105520.0,106018.7,4284.7
2025-05-29 19:30:00-04:00,192,105703.6,105856.0,105054.2,105539.9,6657.975
2025-05-29 19:00:00-04:00,193,105886.3,106042.4,105626.5,105703.5,3121.604
2025-05-29 18:30:00-04:00,194,106137.0,106170.4,105858.0,105886.3,2188.504
2025-05-29 18:00:00-04:00,195,106397.9,106408.5,106090.3,106137.1,1765.081
2025-05-29 17:30:00-04:00,196,106098.1,106415.0,106098.0,106397.8,1205.494
2025-05-29 17:00:00-04:00,197,106134.1,106384.0,106043.5,106098.1,2115.482
2025-05-29 16:30:00-04:00,198,106085.0,106167.0,105862.0,106134.1,1792.559
2025-05-29 16:00:00-04:00,199,105699.1,106154.1,105683.7,106084.9,3890.752
2025-05-29 15:30:00-04:00,200,105904.8,106035.7,105609.2,105699.2,4025.759
2025-05-29 15:00:00-04:00,201,105787.8,105999.0,105580.0,105904.8,7792.817
2025-05-29 14:30:00-04:00,202,106301.3,106570.6,105729.9,105787.9,6854.712
2025-05-29 14:00:00-04:00,203,106254.9,106562.5,106106.5,106301.3,5120.201
2025-05-29 13:30:00-04:00,204,106556.6,106800.0,106050.0,106254.8,11267.292
2025-05-29 13:00:00-04:00,205,106691.0,106850.0,106500.1,106556.5,4069.187
2025-05-29 12:30:00-04:00,206,106810.6,107029.8,106531.9,106691.1,4183.628
2025-05-29 12:00:00-04:00,207,106972.6,107121.1,106580.0,106810.6,8895.698
2025-05-29 11:30:00-04:00,208,107451.6,107546.0,106896.6,106972.5,6091.524
